ZIPCODE,TIME1,TIME2,VIS1,VIS2,XRN1,XRN2,XRN3,XRN4,XRN5,VAR1,VAR2,VAR3,VAR4,VAR5,TRN_AMT,TOTAL_TRN_AMT,TRN_TYPE
672,12,12,0,0,0,0,0,0,1,3,0,30.192,6,0,38.85,38.85,FRAUD
602,20,20,0,0,0,1,0,0,1,3,1,27.048,13,0,49.95,49.95,LEGIT
123,17,17,1,0,0,1,0,0,1,3,0,22.2,7,0,31.08,31.08,LEGIT
685,22,22,0,0,0,0,0,0,1,2,1,15.736,11,0,12.95,12.95,LEGIT
428,10,10,0,0,1,0,1,0,2,3,0,23.904,6,4,10.36,10.36,FRAUD
685,12,12,0,0,1,1,1,0,1,3,0,37.744,8,3,25.9,25.9,LEGIT
683,23,23,0,0,0,1,1,0,1,2,1,11.488,16,0,38.85,38.85,FRAUD
675,15,15,0,0,0,0,0,0,1,3,0,25.024,6,0,31.08,31.08,LEGIT
166,21,21,0,0,0,0,1,0,1,1,0,45.192,22,0,38.85,38.85,LEGIT
647,23,23,0,0,1,1,1,0,1,2,1,-73.968,11,1,38.85,38.85,LEGIT
667,19,19,0,0,1,1,0,0,1,3,0,11.784,11,0,12.95,12.95,FRAUD
689,9,9,0,0,1,0,0,0,1,3,0,-15.688,28,0,12.95,12.95,LEGIT
655,19,19,0,0,0,1,1,0,1,2,0,-2.736,23,3,12.95,12.95,FRAUD
644,12,12,0,0,0,1,0,0,1,0,0,18.224,20,0,49.95,49.95,LEGIT
600,21,21,0,0,1,1,1,0,1,3,0,7.344,20,0,12.95,12.95,FRAUD
672,0,0,0,0,1,1,1,0,2,3,0,11.136,9,9,12.95,12.95,FRAUD
101,10,10,0,0,1,1,1,0,1,3,1,-26.136,21,0,12.95,12.95,LEGIT
655,22,22,0,0,1,1,0,0,1,0,0,3.496,10,0,11.01,11.01,LEGIT
114,21,21,0,0,1,1,1,0,1,0,0,-26.576,21,0,25.9,25.9,LEGIT
683,16,16,0,0,1,0,0,0,1,0,0,9.488,6,0,12.95,12.95,FRAUD
128,9,9,0,0,1,0,0,0,2,4,1,34.344,6,2,25.9,25.9,LEGIT
683,19,19,0,0,1,0,0,0,1,3,0,-27.832,7,2,10.36,10.36,FRAUD
630,14,14,0,0,0,0,0,0,1,3,1,42.704,10,3,38.85,38.85,LEGIT
123,12,12,0,0,1,1,0,0,3,3,0,-1.016,7,0,49.95,49.95,FRAUD
150,15,16,0,0,0,1,1,0,1,3,1,-10.112,15,0,31.08,31.08,FRAUD
649,5,5,0,0,1,1,1,0,2,3,0,11.92,10,0,10.36,10.36,FRAUD
424,12,12,0,0,0,1,1,0,2,0,0,-4.144,9,3,38.85,38.85,LEGIT
614,10,10,0,0,1,0,0,0,1,3,0,30.712,9,9,12.95,12.95,FRAUD
166,7,7,0,0,1,1,1,0,1,3,0,2.688,21,0,38.85,38.85,LEGIT
308,19,19,0,0,0,1,0,0,1,0,1,-21.392,16,0,20.72,20.72,LEGIT
601,14,14,0,0,0,0,1,0,1,2,0,-34.136,27,0,12.95,12.95,LEGIT
679,22,22,0,0,0,1,1,0,1,2,0,13.856,23,0,38.85,38.85,FRAUD
166,10,10,0,0,1,1,0,0,1,3,0,3.304,9,3,25.9,25.9,LEGIT
614,20,20,0,1,1,0,0,0,2,2,1,-37.224,8,6,12.95,12.95,FRAUD
630,18,18,0,0,0,0,0,0,1,2,1,36.992,25,0,12.95,12.95,LEGIT
355,12,12,0,0,0,1,0,0,1,3,0,3.216,22,0,31.08,31.08,LEGIT
602,23,23,0,0,1,0,0,0,2,2,0,6.76,8,0,12.95,12.95,LEGIT
679,16,16,0,0,0,0,0,0,2,3,0,35.816,8,0,38.85,38.85,FRAUD
112,2,2,1,0,0,0,1,0,1,3,0,-18.24,22,0,12.95,12.95,LEGIT
685,11,11,0,0,0,1,1,0,2,3,1,-0.688,9,2,12.95,12.95,LEGIT
601,14,14,0,0,1,0,0,0,1,3,1,39.896,7,0,38.85,38.85,FRAUD
693,12,12,0,0,1,0,0,0,2,4,0,22.24,7,4,39.96,39.96,FRAUD
685,14,14,0,0,1,0,0,0,1,3,0,21.872,6,0,38.85,38.85,LEGIT
667,11,11,0,0,1,0,0,0,2,3,1,-29.888,7,0,11.01,11.01,FRAUD
166,12,12,0,0,1,0,0,0,1,1,1,17.656,9,0,49.95,49.95,LEGIT
614,11,11,0,0,1,1,0,0,2,3,0,32.856,7,0,38.85,38.85,FRAUD
103,21,21,0,0,0,1,1,0,1,0,0,-22.784,10,0,49.95,49.95,LEGIT
122,21,21,0,0,0,0,1,0,3,3,1,-35.736,17,0,25.9,25.9,FRAUD
649,7,7,0,0,1,1,1,0,1,3,0,-22.864,8,0,38.85,38.85,FRAUD
672,11,11,0,0,1,0,1,0,2,3,0,3.312,19,0,10.36,10.36,FRAUD
420,17,17,0,0,1,0,0,0,2,3,0,4.608,7,0,38.85,38.85,LEGIT
685,15,15,1,0,0,1,1,0,1,3,1,37.816,20,0,38.85,38.85,LEGIT
667,11,11,0,0,1,1,1,0,1,3,1,-17.776,9,9,12.95,12.95,FRAUD
128,22,22,0,0,1,0,0,0,1,3,1,8.08,8,0,38.85,38.85,LEGIT
649,6,6,0,0,0,1,1,0,1,2,0,10.144,8,0,38.85,38.85,LEGIT
428,9,9,0,0,1,1,0,0,1,2,1,33.256,9,2,10.36,10.36,LEGIT
101,17,17,0,0,1,0,0,0,1,2,0,-12.632,10,0,31.08,31.08,FRAUD
669,18,18,0,0,1,0,0,0,2,2,0,-13.304,6,0,38.85,38.85,FRAUD
614,12,12,0,0,0,1,0,0,1,3,1,31.144,16,3,38.85,38.85,LEGIT
685,13,13,0,0,1,0,0,0,1,3,1,47.832,18,1,12.95,12.95,FRAUD
649,8,8,0,0,1,1,0,0,1,2,1,-25.824,9,3,12.95,12.95,FRAUD
669,14,14,0,0,1,0,0,0,1,2,0,11.832,6,0,12.95,12.95,FRAUD
601,10,10,0,0,1,1,1,0,1,2,0,-10.768,29,4,12.95,12.95,LEGIT
649,9,9,0,0,0,0,0,0,1,3,0,-20.072,27,2,38.85,38.85,FRAUD
630,19,19,0,0,1,0,0,0,1,0,1,8.176,14,0,38.85,38.85,LEGIT
614,20,20,0,0,0,0,0,0,2,2,1,9.904,18,3,12.95,12.95,FRAUD
679,21,21,0,0,0,1,1,0,1,2,0,11.168,11,0,38.85,38.85,FRAUD
683,18,18,0,0,1,0,0,0,1,0,0,-43.184,20,0,38.85,38.85,FRAUD
683,14,14,0,0,1,0,0,0,1,3,1,6.504,12,0,49.95,49.95,FRAUD
650,10,10,0,0,0,0,0,0,1,3,0,25.736,26,4,59.4,59.4,LEGIT
644,8,8,0,0,1,1,1,0,1,3,0,-86.92,7,0,38.85,38.85,FRAUD
672,4,4,0,0,0,0,0,0,1,3,1,56.552,25,0,10.36,10.36,LEGIT
670,22,22,0,0,1,1,1,0,1,3,0,36.96,10,2,10.36,10.36,FRAUD
649,10,10,0,0,1,0,0,0,1,2,0,33.832,6,0,31.08,31.08,FRAUD
664,3,3,1,0,1,0,0,0,3,3,0,14.344,8,0,12.95,12.95,FRAUD
112,2,2,0,0,1,1,0,0,1,3,1,6.256,22,0,31.08,31.08,LEGIT
685,21,21,0,0,0,0,0,0,3,4,0,-8.544,8,0,25.9,25.9,FRAUD
675,21,21,0,0,0,1,1,0,3,3,0,50.328,11,0,31.08,31.08,FRAUD
428,17,17,0,0,1,0,1,0,1,3,0,5.6,9,9,38.85,38.85,FRAUD
683,7,7,0,0,0,1,0,0,1,2,0,37.472,12,0,38.85,38.85,FRAUD
656,13,13,1,0,0,0,0,0,1,3,0,4.416,11,0,38.85,38.85,FRAUD
430,22,22,1,0,1,0,0,0,1,3,0,25.392,9,9,10.36,10.36,LEGIT
121,21,21,1,0,0,1,1,0,1,3,1,46.568,20,0,12.95,12.95,FRAUD
128,15,15,0,0,0,1,0,0,1,3,0,-30.216,16,3,12.95,12.95,FRAUD
693,11,11,0,0,1,0,0,0,2,3,1,20.24,7,0,12.95,12.95,FRAUD
685,17,17,0,0,0,1,1,0,1,3,0,-39.6,17,0,59.4,59.4,FRAUD
390,13,13,0,0,1,0,0,0,2,3,0,-3.752,10,0,20.72,20.72,FRAUD
655,15,15,0,0,1,0,0,0,1,3,1,1.104,10,0,11.01,11.01,LEGIT
644,23,23,0,0,0,0,0,0,2,3,1,-56.064,25,0,12.95,12.95,LEGIT
683,9,9,0,0,0,0,1,0,1,3,0,7.952,10,3,38.85,38.85,FRAUD
688,11,11,0,0,0,0,0,0,1,3,1,12.04,20,2,38.85,38.85,LEGIT
111,18,18,0,0,1,0,0,0,4,0,1,33.024,8,0,38.85,38.85,LEGIT
420,22,22,0,0,1,0,0,0,2,3,0,34.2,11,0,11.01,11.01,LEGIT
677,12,11,0,0,0,0,0,0,2,3,0,61.368,20,0,10.36,10.36,FRAUD
667,9,9,0,0,0,0,0,0,1,2,1,11.064,17,0,12.95,12.95,FRAUD
426,12,12,0,0,0,1,1,0,2,2,0,-1.504,19,3,38.85,38.85,FRAUD
647,21,21,0,0,0,1,0,0,1,3,1,19.152,21,3,38.85,38.85,LEGIT
114,20,20,0,0,1,0,0,0,2,3,1,26.72,9,9,12.95,12.95,LEGIT
680,17,17,0,0,1,0,0,0,2,3,0,-42.632,9,9,25.9,25.9,LEGIT
644,22,22,0,0,1,1,1,0,2,3,0,29.224,13,4,44.85,44.85,LEGIT
115,2,2,1,0,0,0,0,0,1,3,0,4.872,19,2,12.95,12.95,FRAUD
683,8,8,0,0,1,0,0,0,1,3,0,31.464,9,3,10.36,10.36,FRAUD
386,9,9,0,0,0,1,1,0,1,2,1,40.6,20,0,38.85,38.85,FRAUD
693,13,13,0,0,1,0,1,0,1,3,1,24.464,8,0,39.96,39.96,LEGIT
672,18,18,0,0,1,0,0,0,2,2,1,35.336,6,1,12.95,12.95,LEGIT
629,12,12,0,0,0,1,0,0,1,1,1,-1.272,6,0,38.85,38.85,LEGIT
127,18,18,0,0,1,0,0,0,1,1,0,26.04,8,0,12.95,12.95,LEGIT
685,9,9,0,0,1,0,0,1,1,3,0,-7.288,9,9,38.85,38.85,LEGIT
386,12,12,0,0,0,0,0,0,1,2,1,39.344,14,3,12.95,12.95,LEGIT
603,11,11,0,1,0,0,0,0,1,4,0,7.752,16,0,0,0,LEGIT
166,17,17,0,0,1,0,0,0,2,0,1,11.496,7,1,38.85,38.85,LEGIT
687,9,9,0,1,0,0,0,0,1,2,0,19.04,19,0,31.08,31.08,FRAUD
601,14,14,0,1,0,1,1,0,1,3,1,-19.272,26,0,38.85,38.85,LEGIT
452,15,15,0,0,0,0,0,0,1,3,0,-35.456,22,4,12.95,12.95,LEGIT
601,16,16,0,0,0,1,1,0,1,3,0,9.288,17,4,12.95,12.95,LEGIT
655,9,9,0,1,1,0,0,0,1,3,0,18.4,16,4,12.3,12.3,FRAUD
683,15,15,0,0,0,1,1,0,1,4,0,-19.752,12,0,0,0,FRAUD
308,14,14,0,0,1,1,1,0,1,2,0,2.208,23,2,38.85,38.85,LEGIT
693,18,18,0,0,0,0,0,0,1,3,0,40.232,7,3,12.95,12.95,LEGIT
386,19,19,0,0,0,1,1,0,1,2,0,28.768,26,1,12.95,12.95,FRAUD
362,16,16,0,0,1,1,0,0,1,2,0,5.232,7,0,38.85,38.85,LEGIT
693,11,11,0,0,0,1,1,0,1,2,0,-43.352,17,0,12.95,12.95,LEGIT
664,23,23,0,0,1,1,1,0,3,1,1,29.4,11,0,38.85,38.85,LEGIT
685,21,21,0,0,1,1,1,0,1,3,1,-107.448,10,0,10.36,10.36,LEGIT
675,14,14,0,0,0,0,0,0,1,3,0,-31.888,20,7,12.95,12.95,LEGIT
649,14,14,0,0,1,0,1,0,1,3,0,-80,6,2,12.95,12.95,FRAUD
685,21,21,0,0,1,1,1,0,2,3,0,3.808,8,3,25.9,25.9,FRAUD
105,17,17,1,0,1,1,1,0,1,3,0,30.232,7,1,10.36,10.36,LEGIT
430,22,22,0,0,1,1,1,1,1,3,0,20.992,9,9,38.85,38.85,LEGIT
121,12,12,0,0,1,0,0,0,1,3,0,-14.76,25,0,11.01,11.01,FRAUD
667,21,21,0,0,1,1,1,0,2,3,1,11.696,21,2,38.85,38.85,FRAUD
386,5,5,0,0,1,0,0,0,2,0,0,26.016,6,1,38.85,38.85,FRAUD
103,18,18,0,0,1,1,1,0,1,3,0,-5.488,14,0,25.9,25.9,FRAUD
355,18,18,1,0,0,0,0,0,3,2,0,12.472,8,0,49.95,49.95,LEGIT
104,11,11,0,0,0,0,1,0,1,3,0,39.064,18,3,12.95,12.95,FRAUD
166,20,20,0,0,1,0,0,0,1,0,0,-18.088,8,0,12.95,12.95,FRAUD
308,8,8,0,0,1,0,1,0,2,2,0,-19.24,9,0,12.95,12.95,LEGIT
308,13,13,0,0,1,1,1,0,1,3,0,-15.848,25,0,12.95,12.95,FRAUD
398,20,20,0,1,1,0,0,0,1,2,0,27.288,20,0,38.85,38.85,FRAUD
114,15,15,0,0,0,1,1,0,1,0,0,-28.992,27,0,10.36,10.36,LEGIT
670,20,20,1,0,1,1,1,0,2,2,1,15.56,16,0,34.97,34.97,FRAUD
648,11,11,0,0,1,1,1,0,4,3,1,-0.088,9,9,12.95,12.95,FRAUD
648,10,10,0,0,1,0,0,0,2,3,1,-15.312,9,9,59.4,59.4,LEGIT
664,13,13,0,0,1,1,0,0,4,3,0,-3.808,9,9,11.01,11.01,FRAUD
690,15,15,0,0,1,0,0,0,1,2,0,12.888,7,0,12.95,12.95,LEGIT
655,19,19,1,0,1,0,1,0,1,3,0,18.44,9,9,31.08,31.08,FRAUD
693,12,12,0,0,1,1,1,0,1,2,0,-4.464,12,1,49.95,49.95,LEGIT
687,13,13,1,0,0,1,1,0,1,3,1,21.504,21,0,38.85,38.85,FRAUD
669,15,15,1,0,0,1,1,0,2,3,1,31.6,16,4,38.85,38.85,FRAUD
614,11,11,0,0,0,1,1,0,2,3,0,-2.184,9,1,38.85,38.85,LEGIT
430,19,19,0,0,1,0,0,0,1,0,1,-38.032,11,0,31.08,31.08,LEGIT
685,18,18,0,0,0,0,0,0,1,3,0,19.064,17,0,38.85,38.85,LEGIT
655,19,19,0,0,0,0,0,0,1,4,0,44.136,8,0,12.95,12.95,LEGIT
672,19,19,0,0,1,1,1,0,5,0,0,61.112,8,2,12.95,12.95,LEGIT
119,2,2,0,0,0,0,0,0,1,2,0,3.32,15,0,38.85,38.85,LEGIT
655,20,20,0,0,0,1,1,0,1,3,1,-50.216,19,2,31.08,31.08,LEGIT
614,19,19,0,0,1,1,0,0,2,3,1,21.944,13,0,38.85,38.85,FRAUD
683,11,11,0,0,1,1,0,0,1,3,1,-40.608,11,0,12.95,12.95,FRAUD
385,1,1,0,0,0,1,0,0,1,2,1,32.072,24,0,38.85,38.85,LEGIT
685,20,20,0,0,0,1,0,0,1,2,1,52.2,15,4,31.08,31.08,LEGIT
602,11,11,0,0,1,1,1,0,1,3,1,-13.024,9,0,38.85,38.85,LEGIT
648,4,4,0,0,1,0,0,0,1,4,0,19.112,11,0,0,0,FRAUD
166,9,9,0,0,0,1,1,0,2,3,1,9.304,19,0,38.85,38.85,FRAUD
115,18,18,0,0,1,1,1,0,1,2,1,-26.896,10,0,12.95,12.95,LEGIT
117,19,19,0,0,0,1,0,0,1,3,0,-60.248,22,0,38.85,38.85,LEGIT
649,15,15,0,0,1,0,0,1,3,2,1,-2.464,9,9,25.9,25.9,FRAUD
670,2,2,1,0,1,1,0,0,1,3,1,15.872,23,0,12.95,12.95,FRAUD
683,19,19,0,0,1,1,1,0,1,0,0,32.48,10,0,10.36,10.36,FRAUD
308,18,18,0,0,0,0,0,0,1,2,1,36.592,34,0,38.85,38.85,LEGIT
649,21,21,0,0,0,1,1,0,1,2,1,20.672,22,1,38.85,38.85,LEGIT
685,22,22,0,0,0,1,1,0,1,3,0,-54.704,24,0,49.95,49.95,FRAUD
649,23,23,0,0,1,0,0,0,1,2,0,14.752,20,2,12.95,12.95,FRAUD
625,1,1,0,0,0,1,0,0,1,3,0,36.16,14,1,12.95,12.95,FRAUD
683,9,9,0,0,1,0,0,0,1,2,0,4.44,21,0,10.36,10.36,FRAUD
655,20,20,0,0,1,0,0,0,1,2,0,47.272,8,3,12.95,12.95,LEGIT
614,21,21,0,0,1,1,1,0,3,3,0,-36.048,9,3,10.36,10.36,LEGIT
420,13,13,0,0,0,0,0,0,1,2,0,-43.928,8,0,38.85,38.85,LEGIT
685,16,16,0,0,0,1,0,0,1,3,0,17.704,19,0,12.95,12.95,LEGIT
356,18,18,0,0,1,1,1,0,2,2,0,-9.376,12,0,12.95,12.95,LEGIT
110,13,13,0,0,0,1,1,0,3,3,1,-44.816,17,0,38.85,38.85,LEGIT
683,8,8,0,0,1,1,1,0,1,2,0,-22.072,8,1,12.95,12.95,FRAUD
420,14,14,0,0,0,1,0,0,2,2,1,12.24,19,2,12.95,12.95,LEGIT
644,8,8,0,0,1,0,0,0,1,2,1,16.544,7,0,38.85,38.85,LEGIT
649,13,13,1,0,0,1,0,0,1,2,1,5.784,10,1,38.85,38.85,FRAUD
685,22,22,1,0,1,1,0,0,1,0,0,-28.016,7,0,12.95,12.95,FRAUD
630,19,19,0,0,0,1,0,0,1,0,0,18.28,22,0,49.95,49.95,FRAUD
683,10,10,0,0,1,1,0,0,1,0,0,-2.272,7,0,38.85,38.85,FRAUD
601,8,8,0,0,1,1,1,0,2,3,1,-3.784,9,0,10.36,10.36,LEGIT
600,22,22,0,1,1,0,0,0,3,4,0,19.208,7,3,38.85,38.85,FRAUD
685,13,13,0,0,0,0,0,0,1,2,0,-26.456,22,1,38.85,38.85,LEGIT
688,8,8,0,0,1,1,1,0,1,2,0,20.776,10,3,31.08,31.08,FRAUD
112,4,4,0,0,1,1,1,0,1,2,0,24.744,9,1,12.95,12.95,FRAUD
692,20,20,0,0,1,0,0,0,2,2,0,8.288,8,0,38.85,38.85,FRAUD
166,15,15,0,0,1,0,0,0,1,3,1,22.424,14,0,38.85,38.85,FRAUD
687,6,6,0,0,0,1,0,0,1,3,1,32.432,14,0,49.95,49.95,FRAUD
664,13,13,0,0,0,1,0,0,1,3,0,36.984,12,0,12.95,12.95,FRAUD
669,23,23,0,0,0,0,0,0,1,2,0,0.832,18,0,38.85,38.85,FRAUD
606,21,21,0,0,0,0,0,0,2,3,1,-49.448,11,0,12.95,12.95,FRAUD
308,14,14,0,0,1,0,1,0,1,3,1,-2.632,6,0,38.85,38.85,LEGIT
667,10,10,0,0,1,0,0,0,2,2,1,-16.128,8,0,49.95,49.95,FRAUD
648,8,8,0,0,0,0,0,0,3,4,1,-84.64,11,1,11.65,11.65,FRAUD
648,20,20,0,0,0,0,0,0,1,3,1,20.488,21,0,12.95,12.95,FRAUD
670,12,12,0,0,1,1,0,1,1,3,0,-22.128,9,9,12.95,12.95,LEGIT
614,3,3,0,0,0,1,1,0,1,2,0,15.64,22,0,49.95,49.95,LEGIT
430,8,8,0,0,0,0,1,0,1,4,1,20.888,7,2,12.95,12.95,LEGIT
669,19,19,0,0,1,1,1,0,1,2,0,-13.376,13,0,38.85,38.85,FRAUD
308,13,13,0,0,1,0,0,0,1,3,1,29.648,25,4,59.4,59.4,LEGIT
386,15,15,0,0,1,1,1,0,1,3,1,15.44,10,0,38.85,38.85,FRAUD
614,21,21,0,0,1,1,0,0,1,3,1,11.112,10,0,38.85,38.85,LEGIT
644,11,11,0,0,1,1,0,0,2,3,0,6.384,11,4,12.95,12.95,FRAUD
655,14,14,0,0,0,1,1,0,3,3,0,26.736,8,4,38.85,38.85,LEGIT
644,15,15,0,0,0,0,0,0,1,2,0,23.984,18,0,12.95,12.95,LEGIT
644,9,9,0,0,0,1,1,0,364,4,1,12.128,9,0,0,0,LEGIT
166,10,10,0,1,0,1,1,0,1,3,1,-17.296,7,0,38.85,38.85,LEGIT
685,11,11,0,0,1,0,0,0,1,2,1,-8.16,25,3,12.95,12.95,FRAUD
687,11,11,0,0,0,1,1,0,1,3,0,16.744,15,0,31.08,31.08,FRAUD
690,8,8,0,0,1,1,1,0,1,3,1,24.112,11,0,10.36,10.36,LEGIT
644,20,20,1,0,0,0,1,0,1,3,0,2.288,16,1,12.95,12.95,LEGIT
655,10,10,0,1,0,1,1,0,1,0,0,41.176,16,3,38.85,38.85,LEGIT
649,20,20,0,0,1,1,1,0,1,2,1,21.448,25,0,10.36,10.36,LEGIT
362,11,11,0,0,1,1,1,0,2,3,1,12.944,9,0,12.95,12.95,LEGIT
655,11,11,0,0,1,1,1,0,1,0,0,4.976,10,0,12.95,12.95,FRAUD
688,23,23,0,0,1,1,0,0,1,2,0,29.328,7,0,31.08,31.08,LEGIT
672,17,17,0,0,1,1,1,0,1,2,1,0.744,10,3,12.95,12.95,LEGIT
630,17,17,0,0,1,1,0,0,1,0,0,-8.624,19,4,38.85,38.85,FRAUD
656,10,10,0,0,0,0,0,0,1,4,0,-21.728,18,0,0,0,FRAUD
600,16,16,0,0,1,1,0,0,1,3,0,20.792,17,0,25.9,25.9,FRAUD
369,1,1,1,0,0,0,0,0,1,3,1,47.584,22,0,12.95,12.95,LEGIT
110,1,1,0,0,1,0,0,0,1,2,0,28.408,10,0,12.95,12.95,LEGIT
655,15,15,0,0,0,1,1,0,1,0,0,-4.296,16,0,12.95,12.95,FRAUD
672,18,18,0,0,1,0,0,0,1,3,0,2.608,9,9,38.85,38.85,LEGIT
430,15,15,0,0,0,1,1,0,1,3,1,-31.848,17,1,38.85,38.85,LEGIT
106,21,21,1,0,1,1,0,0,1,3,1,-13.168,19,1,12.95,12.95,FRAUD
398,20,20,0,0,0,0,1,0,1,3,1,-5.736,17,0,12.95,12.95,FRAUD
690,18,18,0,1,1,1,1,0,1,4,1,-30.624,9,9,12.95,12.95,FRAUD
649,8,8,0,0,0,0,0,0,3,2,0,6.032,14,0,12.95,12.95,FRAUD
125,17,17,0,0,1,1,0,0,3,0,0,23.512,8,2,10.36,10.36,LEGIT
614,6,6,0,0,1,1,1,0,1,3,0,51.912,9,9,10.36,10.36,LEGIT
685,20,20,0,0,1,0,0,0,1,4,0,34.952,8,4,20.72,20.72,LEGIT
112,20,20,0,0,1,0,1,0,2,2,0,-28.952,9,0,12.95,12.95,FRAUD
430,8,8,0,0,1,1,0,0,1,2,0,28.048,10,0,12.95,12.95,LEGIT
670,14,14,0,0,0,0,1,0,1,3,1,-43.16,13,0,59.4,59.4,FRAUD
649,12,12,0,0,0,1,1,0,4,4,1,43.384,8,0,38.85,38.85,FRAUD
648,12,12,0,0,1,1,0,0,1,3,0,4.832,21,0,14.95,14.95,FRAUD
308,20,20,0,0,0,1,1,0,1,3,1,12.936,21,0,12.95,12.95,FRAUD
675,7,7,0,0,1,0,0,0,2,2,0,46.32,7,2,12.95,12.95,LEGIT
685,0,0,0,0,0,0,0,0,1,2,0,12.256,9,0,31.08,31.08,LEGIT
670,19,19,0,0,0,0,0,0,1,3,0,-29.504,9,0,11.01,11.01,FRAUD
166,16,16,0,0,0,0,0,1,1,3,0,36.952,7,0,25.9,25.9,FRAUD
649,11,11,0,0,0,0,0,0,1,3,1,-13.088,20,0,12.95,12.95,FRAUD
602,20,20,1,0,1,0,0,0,1,3,0,26.84,12,4,11.01,11.01,FRAUD
670,17,17,0,0,0,1,1,0,1,3,0,39.856,24,0,49.95,49.95,FRAUD
120,16,16,0,0,1,0,0,1,1,0,0,-9.952,12,0,10.36,10.36,LEGIT
114,0,0,0,0,1,0,0,0,1,2,0,3.416,8,0,49.95,49.95,FRAUD
308,20,20,0,0,0,1,1,0,1,3,1,-7.6,17,0,38.85,38.85,LEGIT
113,19,19,0,0,0,1,1,0,1,3,0,39.752,18,2,38.85,38.85,FRAUD
679,11,11,0,0,0,1,1,0,1,0,0,-46.728,28,0,38.85,38.85,FRAUD
669,18,18,0,0,0,0,0,0,1,4,1,20.608,20,4,0,0,FRAUD
685,16,16,1,0,0,1,1,0,1,4,1,-19.056,6,4,12.95,12.95,FRAUD
669,13,13,0,0,0,0,0,0,1,2,0,-73.36,20,1,38.85,38.85,FRAUD
649,10,10,0,0,0,0,1,0,1,3,0,-111.032,20,2,12.95,12.95,FRAUD
675,17,17,0,0,1,0,0,0,1,3,0,-4.552,9,9,38.85,38.85,LEGIT
125,12,12,0,0,1,0,0,0,2,2,1,32.352,8,0,10.36,10.36,FRAUD
430,18,18,0,0,1,0,0,0,1,3,0,-8.888,6,2,38.85,38.85,FRAUD
656,17,17,0,0,0,1,0,0,1,1,1,-27.648,18,1,49.95,49.95,FRAUD
679,11,11,1,0,0,1,0,0,1,3,0,29.496,19,0,38.85,38.85,FRAUD
694,21,21,0,0,1,0,0,0,1,3,1,-6.864,9,0,38.85,38.85,FRAUD
124,15,15,0,0,0,1,0,0,1,4,0,-15.48,10,0,38.85,38.85,LEGIT
685,11,11,0,0,1,1,1,0,1,0,0,10.88,9,9,12.95,12.95,FRAUD
124,3,3,0,0,0,1,1,0,1,2,1,-9.832,26,0,12.95,12.95,LEGIT
614,11,11,0,0,1,1,0,0,1,0,1,21.384,16,0,12.95,12.95,LEGIT
308,16,16,0,0,1,0,1,0,1,2,1,53.104,9,2,10.36,10.36,FRAUD
683,15,15,0,0,0,1,1,0,1,3,1,48.4,24,0,38.85,38.85,FRAUD
453,14,14,0,0,1,1,1,0,2,2,1,-31.856,8,2,10.36,10.36,LEGIT
166,4,4,0,0,1,1,1,0,2,0,0,-22.2,17,4,49.95,49.95,LEGIT
119,15,15,0,0,1,1,1,0,1,2,0,-10.176,7,0,12.95,12.95,FRAUD
122,16,16,1,0,1,0,0,0,1,3,1,32.048,17,0,10.36,10.36,LEGIT
602,5,5,0,0,1,1,1,0,1,3,1,12.376,9,9,12.95,12.95,LEGIT
685,10,10,0,0,1,1,1,0,1,1,1,-42.872,9,0,38.85,38.85,LEGIT
430,12,12,0,0,0,1,1,0,1,3,0,-41.56,13,0,12.95,12.95,LEGIT
683,15,15,0,0,0,0,0,0,1,4,1,24.776,8,2,0,0,FRAUD
420,10,10,0,0,0,1,1,0,1,2,0,-54.864,16,3,12.95,12.95,LEGIT
308,11,11,0,0,1,1,1,0,1,3,1,-7.024,15,0,10.36,10.36,LEGIT
669,13,13,0,0,1,1,1,0,2,3,0,19.36,8,0,38.85,38.85,FRAUD
672,19,19,0,0,1,1,1,0,1,2,0,21.328,7,0,10.36,10.36,FRAUD
128,9,9,0,0,0,0,0,0,1,3,0,-22.912,22,0,38.85,38.85,LEGIT
687,11,11,0,0,0,0,0,0,2,3,0,-61.776,19,0,38.85,38.85,FRAUD
683,6,6,1,0,1,0,0,0,1,3,1,32.664,10,1,38.85,38.85,FRAUD
308,7,7,0,0,1,1,0,0,1,3,0,4.896,6,1,10.36,10.36,LEGIT
600,14,14,0,0,1,1,1,0,1,2,1,16.04,8,0,38.85,38.85,FRAUD
683,15,15,0,0,0,0,0,0,1,3,1,47.272,24,0,12.95,12.95,FRAUD
675,12,12,0,0,1,1,0,0,1,3,0,31.144,24,0,12.95,12.95,LEGIT
308,20,20,1,0,0,1,1,0,3,3,1,-69.832,16,1,12.95,12.95,LEGIT
118,8,8,0,0,1,1,1,0,1,3,1,4.76,8,0,31.08,31.08,FRAUD
683,11,11,0,0,0,0,0,0,1,4,1,-54.952,26,2,0,0,FRAUD
687,19,19,0,0,0,0,0,0,1,3,0,7.048,16,0,12.95,12.95,FRAUD
601,20,20,0,0,0,0,0,0,1,3,0,7.392,8,0,49.95,49.95,LEGIT
672,10,10,0,0,0,1,0,0,1,0,1,-2.224,20,0,31.08,31.08,FRAUD
119,16,16,0,0,0,0,0,0,1,3,0,5.696,22,0,49.95,49.95,LEGIT
614,11,11,0,0,0,1,1,0,1,2,0,41,12,0,38.85,38.85,LEGIT
